Data for the current Ebola outbreak!
Population Size: 100
4 infected 14.
5 infected 58.
6 infected 15.
9 infected 98.
108 infected 97.
0 infected 50.
1 infected 106.
2 infected 19.
4 infected 74.
5 infected 10.
6 infected 78.
9 infected 74.
108 infected 74.
0 infected 45.
1 infected 88.
2 infected 18.
4 infected 55.
5 infected 48.
6 infected 88.
9 infected 99.
108 infected 57.
0 infected 95.
1 infected 9.
2 infected 39.
4 infected 79.
5 infected 42.
6 infected 48.
9 infected 16.
108 infected 76.
0 infected 67.
1 infected 30.
2 infected 22.
4 infected 87.
5 infected 64.
6 infected 31.
9 infected 16.
108 infected 47.
0 infected 74.
1 infected 50.
2 infected 17.
4 infected 100.
5 infected 38.
6 infected 76.
9 infected 31.
108 infected 106.
0 infected 57.
1 infected 74.
2 infected 101.
4 infected 107.
5 infected 82.
6 infected 81.
9 infected 89.
108 infected 85.
0 infected 74.
1 infected 4.
2 infected 80.
4 infected 87.
5 infected 91.
6 infected 37.
9 infected 4.
108 infected 26.
0 infected 37.
1 infected 92.
2 infected 100.
4 infected 42.
5 infected 46.
6 infected 47.
9 infected 0.
108 infected 26.
End of Time Step #2. There were 0 people infected. Now there is 22 total people infected. The total number of deaths has rose to 4
0 infected 21.
1 infected 75.
2 infected 87.
4 infected 54.
5 infected 11.
6 infected 21.
9 infected 97.
108 infected 84.
0 infected 4.
1 infected 14.
2 infected 98.
4 infected 70.
5 infected 30.
6 infected 51.
9 infected 56.
108 infected 61.
0 infected 46.
1 infected 23.
2 infected 50.
4 infected 42.
5 infected 95.
6 infected 44.
9 infected 102.
108 infected 75.
0 infected 79.
1 infected 13.
2 infected 9.
4 infected 22.
5 infected 23.
6 infected 99.
9 infected 82.
108 infected 9.
0 infected 89.
1 infected 13.
2 infected 37.
4 infected 59.
5 infected 87.
6 infected 57.
9 infected 65.
108 infected 80.
0 infected 59.
1 infected 56.
2 infected 37.
4 infected 30.
5 infected 99.
6 infected 68.
9 infected 17.
108 infected 47.
0 infected 58.
1 infected 17.
2 infected 39.
4 infected 89.
5 infected 89.
6 infected 78.
9 infected 65.
108 infected 70.
0 infected 88.
1 infected 42.
2 infected 6.
4 infected 31.
5 infected 53.
6 infected 79.
9 infected 10.
108 infected 0.
0 infected 29.
1 infected 41.
2 infected 30.
4 infected 101.
5 infected 20.
6 infected 100.
9 infected 35.
108 infected 40.
0 infected 44.
1 infected 18.
2 infected 0.
4 infected 66.
5 infected 98.
6 infected 58.
9 infected 25.
108 infected 19.
0 infected 51.
1 infected 71.
2 infected 93.
4 infected 32.
5 infected 67.
6 infected 74.
9 infected 88.
108 infected 106.
0 infected 48.
1 infected 12.
2 infected 53.
4 infected 97.
5 infected 6.
6 infected 58.
9 infected 2.
108 infected 61.
0 infected 12.
1 infected 43.
2 infected 76.
4 infected 57.
5 infected 76.
6 infected 54.
9 infected 93.
108 infected 84.
0 infected 56.
1 infected 40.
2 infected 17.
4 infected 54.
5 infected 2.
6 infected 44.
9 infected 24.
108 infected 105.
0 infected 82.
1 infected 61.
2 infected 91.
4 infected 49.
5 infected 14.
6 infected 58.
9 infected 16.
108 infected 34.
0 infected 58.
1 infected 78.
2 infected 54.
4 infected 70.
5 infected 13.
6 infected 53.
9 infected 42.
108 infected 98.
0 infected 46.
1 infected 31.
2 infected 45.
4 infected 102.
5 infected 24.
6 infected 12.
9 infected 68.
108 infected 84.
0 infected 17.
1 infected 70.
2 infected 68.
4 infected 27.
5 infected 102.
6 infected 47.
9 infected 47.
108 infected 96.
0 infected 107.
1 infected 85.
2 infected 107.
4 infected 21.
5 infected 33.
6 infected 16.
9 infected 21.
108 infected 35.
0 infected 28.
1 infected 25.
2 infected 80.
4 infected 22.
5 infected 100.
6 infected 100.
9 infected 86.
108 infected 12.
0 infected 25.
1 infected 101.
2 infected 83.
4 infected 66.
5 infected 62.
6 infected 99.
9 infected 75.
108 infected 100.
0 infected 77.
1 infected 60.
2 infected 90.
4 infected 75.
5 infected 85.
6 infected 84.
9 infected 82.
108 infected 44.
0 infected 83.
1 infected 43.
2 infected 22.
4 infected 59.
5 infected 11.
6 infected 63.
9 infected 59.
108 infected 83.
0 infected 41.
1 infected 104.
2 infected 38.
4 infected 78.
5 infected 10.
6 infected 48.
9 infected 67.
108 infected 12.
0 infected 42.
1 infected 62.
2 infected 60.
4 infected 5.
5 infected 10.
6 infected 50.
9 infected 39.
108 infected 12.
0 infected 85.
1 infected 14.
2 infected 81.
4 infected 79.
5 infected 67.
6 infected 52.
9 infected 62.
108 infected 77.
0 infected 73.
1 infected 104.
2 infected 97.
4 infected 6.
5 infected 60.
6 infected 106.
9 infected 76.
108 infected 86.
0 infected 27.
1 infected 44.
2 infected 80.
4 infected 63.
5 infected 67.
6 infected 22.
9 infected 10.
108 infected 60.
0 infected 16.
1 infected 106.
2 infected 46.
4 infected 94.
5 infected 13.
6 infected 67.
9 infected 85.
108 infected 25.
0 infected 6.
1 infected 34.
2 infected 93.
4 infected 59.
5 infected 59.
6 infected 70.
9 infected 69.
108 infected 81.
0 infected 23.
1 infected 49.
2 infected 50.
4 infected 39.
5 infected 52.
6 infected 55.
9 infected 102.
108 infected 46.
0 infected 89.
1 infected 79.
2 infected 9.
4 infected 104.
5 infected 83.
6 infected 85.
9 infected 45.
108 infected 11.
0 infected 45.
1 infected 15.
2 infected 74.
4 infected 89.
5 infected 52.
6 infected 39.
9 infected 35.
108 infected 95.
0 infected 87.
1 infected 80.
2 infected 22.
4 infected 45.
5 infected 13.
6 infected 77.
9 infected 87.
108 infected 21.
0 infected 47.
1 infected 42.
2 infected 86.
4 infected 92.
5 infected 87.
6 infected 53.
9 infected 19.
108 infected 79.
0 infected 93.
1 infected 13.
2 infected 42.
4 infected 74.
5 infected 51.
6 infected 85.
9 infected 104.
108 infected 45.
0 infected 107.
1 infected 19.
2 infected 88.
4 infected 92.
5 infected 97.
6 infected 90.
9 infected 70.
108 infected 14.
0 infected 85.
1 infected 88.
2 infected 57.
4 infected 68.
5 infected 49.
6 infected 2.
9 infected 49.
108 infected 42.
0 infected 26.
1 infected 30.
2 infected 46.
4 infected 101.
5 infected 65.
6 infected 27.
9 infected 31.
108 infected 20.
0 infected 22.
1 infected 12.
2 infected 40.
4 infected 103.
5 infected 15.
6 infected 67.
9 infected 101.
108 infected 72.
0 infected 97.
1 infected 70.
2 infected 5.
4 infected 87.
5 infected 46.
6 infected 101.
9 infected 82.
108 infected 19.
0 infected 79.
1 infected 51.
2 infected 22.
4 infected 23.
5 infected 26.
6 infected 91.
9 infected 101.
108 infected 82.
0 infected 106.
1 infected 24.
2 infected 95.
4 infected 59.
5 infected 6.
6 infected 55.
9 infected 49.
108 infected 89.
0 infected 95.
1 infected 33.
2 infected 59.
4 infected 81.
5 infected 39.
6 infected 99.
9 infected 98.
108 infected 103.
0 infected 60.
1 infected 32.
2 infected 71.
4 infected 33.
5 infected 42.
6 infected 106.
9 infected 103.
108 infected 63.
0 infected 27.
1 infected 50.
2 infected 89.
4 infected 76.
5 infected 59.
6 infected 62.
9 infected 101.
108 infected 39.
0 infected 102.
1 infected 51.
2 infected 67.
4 infected 70.
5 infected 56.
6 infected 23.
9 infected 107.
108 infected 28.
0 infected 105.
1 infected 80.
2 infected 20.
4 infected 35.
5 infected 9.
6 infected 85.
9 infected 64.
108 infected 50.
0 infected 73.
1 infected 16.
2 infected 94.
4 infected 69.
5 infected 18.
6 infected 39.
9 infected 13.
108 infected 100.
0 infected 23.
1 infected 37.
2 infected 60.
4 infected 68.
5 infected 21.
6 infected 58.
9 infected 14.
108 infected 31.
0 infected 107.
1 infected 60.
2 infected 47.
4 infected 4.
5 infected 56.
6 infected 9.
9 infected 53.
108 infected 67.
0 infected 50.
1 infected 33.
2 infected 52.
4 infected 13.
5 infected 50.
6 infected 31.
9 infected 4.
108 infected 43.
0 infected 15.
1 infected 94.
2 infected 86.
4 infected 45.
5 infected 104.
6 infected 21.
9 infected 20.
108 infected 5.
0 infected 39.
1 infected 63.
2 infected 92.
4 infected 20.
5 infected 100.
6 infected 93.
9 infected 63.
108 infected 60.
0 infected 81.
1 infected 0.
2 infected 13.
4 infected 2.
5 infected 35.
6 infected 30.
9 infected 22.
108 infected 73.
0 infected 96.
1 infected 80.
2 infected 70.
4 infected 57.
5 infected 17.
6 infected 102.
9 infected 39.
108 infected 33.
0 infected 41.
1 infected 18.
2 infected 9.
4 infected 33.
5 infected 56.
6 infected 84.
9 infected 104.
108 infected 82.
0 infected 61.
1 infected 11.
2 infected 17.
4 infected 66.
5 infected 79.
6 infected 71.
9 infected 2.
108 infected 83.
0 infected 68.
1 infected 76.
2 infected 33.
4 infected 94.
5 infected 21.
6 infected 40.
9 infected 57.
108 infected 0.
0 infected 81.
1 infected 48.
2 infected 33.
4 infected 76.
5 infected 56.
6 infected 26.
9 infected 88.
108 infected 88.
0 infected 13.
1 infected 70.
2 infected 49.
4 infected 11.
5 infected 70.
6 infected 72.
9 infected 67.
108 infected 103.
0 infected 67.
1 infected 73.
2 infected 2.
4 infected 52.
5 infected 63.
6 infected 6.
9 infected 84.
108 infected 52.
0 infected 50.
1 infected 35.
2 infected 98.
4 infected 2.
5 infected 48.
6 infected 103.
9 infected 11.
108 infected 47.
0 infected 33.
1 infected 96.
2 infected 87.
4 infected 83.
5 infected 16.
6 infected 101.
9 infected 77.
108 infected 97.
0 infected 99.
1 infected 45.
2 infected 20.
4 infected 6.
5 infected 48.
6 infected 72.
9 infected 46.
108 infected 107.
0 infected 85.
1 infected 25.
2 infected 102.
4 infected 90.
5 infected 62.
6 infected 92.
9 infected 64.
108 infected 83.
0 infected 26.
1 infected 106.
2 infected 20.
4 infected 11.
5 infected 94.
6 infected 102.
9 infected 61.
108 infected 5.
0 infected 40.
1 infected 28.
2 infected 6.
4 infected 104.
5 infected 28.
6 infected 6.
9 infected 43.
108 infected 42.
0 infected 68.
1 infected 53.
2 infected 107.
4 infected 72.
5 infected 63.
6 infected 35.
9 infected 5.
108 infected 99.
0 infected 85.
1 infected 27.
2 infected 39.
4 infected 48.
5 infected 102.
6 infected 9.
9 infected 86.
108 infected 45.
0 infected 37.
1 infected 18.
2 infected 105.
4 infected 50.
5 infected 58.
6 infected 54.
9 infected 98.
108 infected 59.
0 infected 52.
1 infected 46.
2 infected 26.
4 infected 66.
5 infected 91.
6 infected 66.
9 infected 50.
108 infected 105.
0 infected 69.
1 infected 37.
2 infected 105.
4 infected 13.
5 infected 96.
6 infected 57.
9 infected 13.
108 infected 58.
0 infected 80.
1 infected 108.
2 infected 26.
4 infected 72.
5 infected 40.
6 infected 44.
9 infected 16.
108 infected 13.
0 infected 44.
1 infected 87.
2 infected 40.
4 infected 42.
5 infected 60.
6 infected 80.
9 infected 94.
108 infected 57.
0 infected 24.
1 infected 91.
2 infected 59.
4 infected 47.
5 infected 60.
6 infected 6.
9 infected 96.
108 infected 48.
0 infected 81.
1 infected 58.
2 infected 38.
4 infected 84.
5 infected 104.
6 infected 10.
9 infected 12.
108 infected 88.
0 infected 84.
1 infected 54.
2 infected 49.
4 infected 68.
5 infected 105.
6 infected 98.
9 infected 89.
108 infected 23.
0 infected 4.
1 infected 21.
2 infected 80.
4 infected 89.
5 infected 103.
6 infected 59.
9 infected 5.
108 infected 19.
0 infected 11.
1 infected 33.
2 infected 102.
4 infected 85.
5 infected 49.
6 infected 49.
9 infected 52.
108 infected 75.
0 infected 5.
1 infected 80.
2 infected 22.
4 infected 89.
5 infected 60.
6 infected 50.
9 infected 50.
108 infected 59.
0 infected 100.
1 infected 12.
2 infected 76.
4 infected 20.
5 infected 70.
6 infected 49.
9 infected 53.
108 infected 43.
0 infected 86.
1 infected 38.
2 infected 34.
4 infected 17.
5 infected 4.
6 infected 97.
9 infected 26.
108 infected 66.
0 infected 69.
1 infected 52.
2 infected 74.
4 infected 18.
5 infected 36.
6 infected 102.
9 infected 36.
108 infected 93.
0 infected 60.
1 infected 30.
2 infected 81.
4 infected 39.
5 infected 91.
6 infected 65.
9 infected 28.
108 infected 18.
0 infected 20.
1 infected 12.
2 infected 60.
4 infected 25.
5 infected 94.
6 infected 59.
9 infected 14.
108 infected 106.
0 infected 90.
1 infected 43.
2 infected 88.
4 infected 47.
5 infected 93.
6 infected 11.
9 infected 73.
108 infected 72.
0 infected 40.
1 infected 41.
2 infected 23.
4 infected 94.
5 infected 93.
6 infected 92.
9 infected 84.
108 infected 25.
0 infected 104.
1 infected 49.
2 infected 68.
4 infected 31.
5 infected 18.
6 infected 28.
9 infected 104.
108 infected 20.
0 infected 33.
1 infected 104.
2 infected 66.
4 infected 4.
5 infected 49.
6 infected 73.
9 infected 76.
108 infected 50.
0 infected 62.
1 infected 105.
2 infected 73.
4 infected 19.
5 infected 81.
6 infected 14.
9 infected 11.
108 infected 42.
0 infected 53.
1 infected 94.
2 infected 95.
4 infected 64.
5 infected 70.
6 infected 55.
9 infected 101.
108 infected 55.
0 infected 108.
1 infected 76.
2 infected 12.
4 infected 19.
5 infected 43.
6 infected 85.
9 infected 12.
108 infected 60.
0 infected 62.
1 infected 90.
2 infected 69.
4 infected 47.
5 infected 19.
6 infected 102.
9 infected 73.
108 infected 84.
0 infected 78.
1 infected 26.
2 infected 101.
4 infected 19.
5 infected 58.
6 infected 67.
9 infected 10.
108 infected 18.
0 infected 69.
1 infected 22.
2 infected 41.
4 infected 24.
5 infected 23.
6 infected 44.
9 infected 93.
108 infected 31.
0 infected 47.
1 infected 69.
2 infected 39.
4 infected 13.
5 infected 35.
6 infected 28.
9 infected 84.
108 infected 73.
0 infected 38.
1 infected 19.
2 infected 83.
4 infected 41.
5 infected 81.
6 infected 71.
9 infected 14.
108 infected 67.
0 infected 85.
1 infected 24.
2 infected 78.
4 infected 77.
5 infected 22.
6 infected 24.
9 infected 87.
108 infected 82.
0 infected 95.
1 infected 80.
2 infected 46.
4 infected 75.
5 infected 6.
6 infected 108.
9 infected 4.
108 infected 13.
End of Time Step #3. There were 0 people infected. Now there is 22 total people infected. The total number of deaths has rose to 4
0 infected 6.
1 infected 85.
2 infected 101.
4 infected 76.
5 infected 36.
6 infected 86.
9 infected 29.
108 infected 101.
0 infected 76.
1 infected 56.
2 infected 82.
4 infected 84.
5 infected 4.
6 infected 66.
9 infected 83.
108 infected 72.
0 infected 40.
1 infected 85.
2 infected 41.
4 infected 64.
5 infected 34.
6 infected 106.
9 infected 106.
108 infected 90.
0 infected 54.
1 infected 41.
2 infected 61.
4 infected 12.
5 infected 91.
6 infected 10.
9 infected 23.
108 infected 59.
0 infected 56.
1 infected 64.
2 infected 62.
4 infected 29.
5 infected 46.
6 infected 80.
9 infected 21.
108 infected 43.
0 infected 94.
1 infected 43.
2 infected 96.
4 infected 47.
5 infected 54.
6 infected 19.
9 infected 100.
108 infected 50.
0 infected 68.
1 infected 74.
2 infected 16.
4 infected 43.
5 infected 33.
6 infected 62.
9 infected 18.
108 infected 37.
0 infected 60.
1 infected 34.
2 infected 21.
4 infected 15.
5 infected 9.
6 infected 40.
9 infected 52.
108 infected 81.
0 infected 56.
1 infected 34.
2 infected 23.
4 infected 107.
5 infected 44.
6 infected 76.
9 infected 95.
108 infected 43.
0 infected 27.
1 infected 100.
2 infected 23.
4 infected 66.
5 infected 68.
6 infected 62.
9 infected 66.
108 infected 42.
0 infected 66.
1 infected 2.
2 infected 14.
4 infected 53.
5 infected 67.
6 infected 61.
9 infected 33.
108 infected 30.
0 infected 77.
1 infected 48.
2 infected 9.
4 infected 9.
5 infected 39.
6 infected 66.
9 infected 79.
108 infected 86.
0 infected 89.
1 infected 63.
2 infected 39.
4 infected 71.
5 infected 1.
6 infected 16.
9 infected 58.
108 infected 20.
0 infected 36.
1 infected 96.
2 infected 49.
4 infected 100.
5 infected 54.
6 infected 49.
9 infected 6.
108 infected 54.
0 infected 9.
1 infected 75.
2 infected 74.
4 infected 27.
5 infected 49.
6 infected 73.
9 infected 39.
108 infected 12.
0 infected 52.
1 infected 67.
2 infected 60.
4 infected 100.
5 infected 73.
6 infected 38.
9 infected 108.
108 infected 82.
0 infected 90.
1 infected 81.
2 infected 18.
4 infected 19.
5 infected 15.
6 infected 53.
9 infected 50.
108 infected 104.
0 infected 46.
1 infected 74.
2 infected 49.
4 infected 99.
5 infected 21.
6 infected 28.
9 infected 80.
108 infected 68.
0 infected 54.
1 infected 67.
2 infected 6.
4 infected 6.
5 infected 5.
6 infected 20.
9 infected 94.
108 infected 45.
0 infected 105.
1 infected 63.
2 infected 69.
4 infected 61.
5 infected 22.
6 infected 80.
9 infected 68.
108 infected 20.
0 infected 44.
1 infected 81.
2 infected 43.
4 infected 23.
5 infected 53.
6 infected 81.
9 infected 97.
108 infected 41.
0 infected 78.
1 infected 46.
2 infected 67.
4 infected 68.
5 infected 71.
6 infected 65.
9 infected 93.
108 infected 75.
0 infected 41.
1 infected 63.
2 infected 107.
4 infected 2.
5 infected 50.
6 infected 45.
9 infected 89.
108 infected 17.
0 infected 56.
1 infected 77.
2 infected 42.
4 infected 104.
5 infected 95.
6 infected 91.
9 infected 83.
108 infected 4.
0 infected 79.
1 infected 63.
2 infected 36.
4 infected 86.
5 infected 103.
6 infected 102.
9 infected 77.
108 infected 76.
0 infected 32.
1 infected 95.
2 infected 9.
4 infected 77.
5 infected 64.
6 infected 24.
9 infected 70.
108 infected 83.
0 infected 95.
1 infected 82.
2 infected 102.
4 infected 51.
5 infected 21.
6 infected 108.
9 infected 90.
108 infected 34.
0 infected 5.
1 infected 76.
2 infected 92.
4 infected 17.
5 infected 27.
6 infected 2.
9 infected 59.
108 infected 43.
0 infected 56.
1 infected 22.
2 infected 55.
4 infected 91.
5 infected 29.
6 infected 55.
9 infected 67.
108 infected 102.
0 infected 81.
1 infected 63.
2 infected 97.
4 infected 96.
5 infected 10.
6 infected 93.
9 infected 20.
108 infected 69.
0 infected 29.
1 infected 74.
2 infected 44.
4 infected 87.
5 infected 64.
6 infected 70.
9 infected 51.
108 infected 43.
0 infected 25.
1 infected 61.
2 infected 71.
4 infected 46.
5 infected 72.
6 infected 48.
9 infected 89.
108 infected 101.
0 infected 95.
1 infected 90.
2 infected 85.
4 infected 105.
5 infected 91.
6 infected 36.
9 infected 81.
108 infected 64.
0 infected 27.
1 infected 34.
2 infected 38.
4 infected 74.
5 infected 41.
6 infected 31.
9 infected 41.
108 infected 101.
0 infected 39.
1 infected 93.
2 infected 29.
4 infected 91.
5 infected 93.
6 infected 65.
9 infected 43.
108 infected 64.
0 infected 47.
1 infected 74.
2 infected 104.
4 infected 95.
5 infected 38.
6 infected 39.
9 infected 18.
108 infected 76.
0 infected 89.
1 infected 72.
2 infected 51.
4 infected 53.
5 infected 107.
6 infected 47.
9 infected 101.
108 infected 105.
0 infected 21.
1 infected 40.
2 infected 6.
4 infected 39.
5 infected 94.
6 infected 13.
9 infected 47.
108 infected 59.
0 infected 86.
1 infected 35.
2 infected 98.
4 infected 64.
5 infected 30.
6 infected 28.
9 infected 108.
108 infected 71.
0 infected 37.
1 infected 74.
2 infected 92.
4 infected 37.
5 infected 20.
6 infected 16.
9 infected 81.
108 infected 97.
0 infected 78.
1 infected 33.
2 infected 34.
4 infected 9.
5 infected 88.
6 infected 70.
9 infected 31.
108 infected 84.
0 infected 32.
